@relation 'wine-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V-weka.filters.unsupervised.attribute.Remove-V-R11,8,5,7,4,3,6,2,9,1,10,12'

@attribute alcohol numeric
@attribute density numeric
@attribute chlorides numeric
@attribute totalsulfur numeric
@attribute residualsugar numeric
@attribute citricacid numeric
@attribute freesulfur numeric
@attribute volacid numeric
@attribute pH numeric
@attribute fixedacid numeric
@attribute sulphates numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
11.3,0.99234,0.046,132,2.4,0.24,27,0.26,3.63,5.9,0.73,5
12.8,0.99016,0.035,128,5,0.23,20,0.65,3.46,5.9,0.48,6
12.7,0.98949,0.041,72,1.5,0.32,8,0.23,3.22,6.6,0.39,6
10.4,0.99544,0.052,149,11.9,0.29,51,0.28,3.02,6.8,0.58,6
10.7,0.9941,0.051,136,9,0.27,43,0.27,3.25,5.9,0.53,6
10.9,0.994,0.055,131,10,0.28,56,0.25,3.22,6.1,0.35,6
10.4,0.99546,0.052,160,11.9,0.29,54,0.26,3.03,6.8,0.58,6
11,0.99287,0.054,143,5.4,0.35,53,0.18,3.1,6.8,0.54,7
9.6,0.99767,0.055,120,15,0.25,8,0.2,3.19,6.2,0.53,6
9.4,0.99714,0.046,194,9.4,0.31,6,0.48,3.07,7.6,0.61,5
9.6,0.99767,0.055,120,15,0.25,8,0.2,3.19,6.2,0.53,6
9.5,0.9927,0.049,187,1.4,0.47,50,0.3,3.19,6.1,0.45,5
9.6,0.9948,0.048,186,6.5,0.5,61,0.32,3.19,6.2,0.45,5
9.6,0.99481,0.047,186,6.3,0.52,63,0.34,3.18,6.3,0.44,5
8.7,0.99825,0.056,168,13.7,0.3,33,0.16,2.9,7.4,0.44,7
8.7,0.99825,0.056,168,13.7,0.3,33,0.16,2.9,7.4,0.44,7
8.7,0.99825,0.056,168,13.7,0.3,33,0.16,2.9,7.4,0.44,7
8.7,0.99825,0.056,168,13.7,0.3,33,0.16,2.9,7.4,0.44,7
8.7,0.99825,0.056,168,13.7,0.3,33,0.16,2.9,7.4,0.44,7
10.4,0.99192,0.061,120,1.5,0.38,12,0.26,3.18,7.2,0.46,5
12.4,0.98998,0.039,104,1.4,0.26,30,0.19,3.32,6,0.41,6
12.6,0.98949,0.035,123,1.5,0.34,45,0.21,3.24,6.7,0.36,7
8.7,0.99825,0.056,168,13.7,0.3,33,0.16,2.9,7.4,0.44,7
12,0.99009,0.04,101,1.6,0.37,31,0.22,3.15,6.6,0.66,5
11.6,0.99252,0.06,169,5.2,0.27,14,0.34,3.27,6.8,0.57,6
11.1,0.99133,0.048,157,2.4,0.39,25,0.35,3.2,6.9,0.54,7
10.2,0.99324,0.049,161,3.2,0.33,68,0.24,3.1,6.8,0.69,6
10.6,0.99164,0.037,113,1.7,0.33,35,0.25,3.23,6.4,0.66,6
11.3,0.99107,0.038,133,4.2,0.33,49,0.19,3.16,5.8,0.42,7
9.4,0.9986,0.052,198,15.4,0.4,81,0.24,3.2,6.9,0.69,5
9.3,0.99708,0.053,123,13,0.61,31,0.31,3.09,6.5,0.5,6
11.8,0.99065,0.041,82,2.5,0.3,29,0.3,3.31,6.2,0.61,7
12.6,0.9903,0.04,81,4,0.28,24,0.33,3.26,6.4,0.64,7
9.4,0.9986,0.052,198,15.4,0.4,81,0.24,3.2,6.9,0.69,5
10.5,0.99236,0.043,72,1.2,0.32,23,0.27,3.06,7.6,0.68,5
12.3,0.98948,0.037,108,2,0.34,40,0.24,3.19,5.9,0.5,6
9.6,0.9939,0.097,105,5.1,0.21,21,0.21,3.07,6.4,0.46,5
12,0.98985,0.04,63,1.4,0.3,14,0.22,3.2,7,0.33,6
11.2,0.99138,0.05,140,1.2,0.35,36,0.27,3.09,7.8,0.45,5
10.2,0.99348,0.044,100,6.5,0.24,28,0.2,3.12,6.7,0.33,6
10.2,0.99348,0.044,100,6.5,0.24,28,0.2,3.12,6.7,0.33,6
13.4,0.98862,0.04,87,2.7,0.24,24,0.45,2.94,7.1,0.38,8
12.6,0.98865,0.036,68,1.3,0.29,25,0.22,3.24,5.8,0.35,6
9.8,0.99472,0.053,149,7.4,0.48,34,0.3,3.18,6.3,0.53,5
12.4,0.99066,0.045,100,1.3,0.33,26,0.27,2.98,8.1,0.44,6
12.5,0.99035,0.044,101,1.2,0.33,28,0.24,3.03,8,0.43,6
11.7,0.99086,0.033,85,2.6,0.27,25,0.41,3.05,6.7,0.34,6
10.1,0.99266,0.054,183,1.3,0.32,27,0.3,3.3,6.2,0.43,5
10.3,0.99517,0.044,139,10.5,0.38,33,0.26,3.06,6.9,0.5,6
11.7,0.99086,0.033,85,2.6,0.27,25,0.41,3.05,6.7,0.34,6
10.3,0.99666,0.05,144,14.4,0.2,29,0.32,3.24,5.9,0.41,6
10.8,0.991,0.036,107,1.2,0.3,42,0.25,3.34,6.1,0.56,7
9.8,0.9939,0.05,134,6,0.21,26,0.17,3.08,6,0.54,6
10,0.99624,0.041,193,11.8,0.42,32,0.38,3.04,7.1,0.49,6
8.8,0.99602,0.052,164,6.2,0.37,13,0.31,3.24,6.6,0.39,4
10.1,0.9926,0.142,69,1.4,0.53,5,0.38,3.14,6.5,0.52,4
9.5,0.99718,0.056,210,12.1,0.24,68,0.44,3.05,7,0.5,5
9.5,0.99718,0.056,210,12.1,0.24,68,0.44,3.05,7,0.5,5
9.5,0.99718,0.056,210,12.1,0.24,68,0.44,3.05,7,0.5,5
9.2,0.99344,0.06,113,3.9,0.14,27,0.38,3.07,6.1,0.34,4
12.2,0.99184,0.041,180,4.6,0.32,31,0.33,2.92,8,0.74,6
9.5,0.99718,0.056,210,12.1,0.24,68,0.44,3.05,7,0.5,5
11.3,0.99033,0.046,92,1.2,0.29,29,0.19,3.22,6,0.53,6
12.1,0.99248,0.038,129,8.1,0.34,44,0.28,3.26,6.3,0.29,6
11.2,0.99076,0.029,51,1.1,0.11,6,0.43,3.51,5.3,0.48,4
10.6,0.99486,0.056,187,10.1,0.27,38,0.345,3.31,6.2,0.56,5
11,0.99202,0.046,133,5.2,0.25,11,0.26,2.97,6.3,0.68,6
10,0.99261,0.045,122,5,0.23,10,0.22,2.94,6,0.63,6
12.7,0.98964,0.066,89,2.5,0.37,29,0.35,3.14,7.5,0.42,6
12.1,0.99206,0.036,92,9.2,0.28,10,0.39,3.07,6.6,0.35,6
10.4,0.99204,0.05,120,2,0.3,23,0.22,3.24,6.3,0.47,6
9.2,0.99736,0.04,116,15,0.18,21,0.29,3.14,6.4,0.5,5
10.8,0.99214,0.037,144,4.2,0.29,69,0.22,3.13,5.9,0.74,7
9.2,0.9982,0.038,116,13.5,0.48,44,0.36,3.04,7.6,0.48,5
9.2,0.99822,0.037,116,13.3,0.47,42,0.35,3.04,7.6,0.5,5
12.3,0.9893,0.023,95,2.2,0.26,21,0.18,3.07,5.7,0.54,6
10.1,0.99274,0.145,124,1.4,0.47,26,0.36,3.09,6.6,0.56,6
10.4,0.99209,0.044,161,2.2,0.19,39,0.23,3.19,5.5,0.43,6
9.8,0.99676,0.053,95,14.8,0.26,44,0.11,3.2,6.7,0.35,6
10.9,0.99567,0.058,115,9.9,0.24,25,0.29,3.15,7.5,0.46,5
9.2,0.99416,0.051,119,5.1,0.26,16,0.33,3.15,6,0.41,5
9.2,0.99416,0.051,119,5.1,0.26,16,0.33,3.15,6,0.41,5
12.1,0.98871,0.034,121,1.5,0.23,37,0.3,2.96,5.8,0.34,6
12.4,0.99248,0.036,114,11.1,0.02,20,0.31,3.75,3.8,0.44,6
12.7,0.98952,0.042,120,2.3,0.27,19,0.31,3.32,6,0.41,7
12.2,0.99269,0.036,164,8,0.05,19,0.55,3.26,7,0.46,6
12.2,0.98912,0.042,99,1.4,0.16,44,0.2,3.23,5.8,0.37,6
11.2,0.99184,0.038,145,5.25,0.22,44,0.36,3.22,6.2,0.4,6
12.7,0.98952,0.042,120,2.3,0.27,19,0.31,3.32,6,0.41,7
12.7,0.9895,0.044,117,2.3,0.27,20,0.29,3.31,6,0.41,7
12.1,0.98999,0.04,146,3.5,0.29,27,0.22,3.17,5.7,0.36,6
9.4,0.9981,0.045,192,13.7,0.23,44,0.46,3.11,7.1,0.53,5
9.4,0.99848,0.043,201,15.4,0.2,57,0.42,3.08,6.9,0.54,5
8.9,0.99862,0.044,113,16,0.2,41,0.22,3.22,5.7,0.46,6
8.9,0.99862,0.044,113,16,0.2,41,0.22,3.22,5.7,0.46,6
13,0.98886,0.027,117,2.4,0.2,27,0.31,3.56,5.2,0.45,7
10.3,0.99474,0.054,183,5.5,0.35,37,0.22,3.08,7.2,0.5,5
10.1,0.99126,0.04,47,2.3,0.29,5,0.18,3.07,5.6,0.45,4
10.5,0.99691,0.04,129,16.8,0.27,48,0.24,3.23,6.2,0.38,6
8.9,0.99862,0.044,113,16,0.2,41,0.22,3.22,5.7,0.46,6
10.1,0.99773,0.059,124,17.8,0.24,23,0.26,3.3,5.7,0.5,5
11,0.9928,0.049,93,6.8,0.26,22,0.2,3.15,6,0.42,6
11,0.9928,0.049,93,6.8,0.26,22,0.2,3.15,6,0.42,6
10,0.99288,0.046,117,1.6,0.17,28,0.28,3.08,7.6,0.43,5
10.5,0.99202,0.03,76,4.7,0.33,25,0.2,2.88,7,0.54,6
10.1,0.99773,0.059,124,17.8,0.24,23,0.26,3.3,5.7,0.5,5
9.4,0.99922,0.045,183,15.7,0.36,68,0.21,3.25,7.2,0.76,5
11.2,0.99296,0.041,119,5.8,0.32,20,0.22,3.17,6.9,0.55,6
9.4,0.99922,0.045,183,15.7,0.36,68,0.21,3.25,7.2,0.76,5
10.8,0.99468,0.046,121,9,0.28,22,0.22,3.1,7.4,0.55,5
9.4,0.99922,0.045,183,15.7,0.36,68,0.21,3.25,7.2,0.76,5
11.2,0.99296,0.041,119,5.8,0.32,20,0.22,3.17,6.9,0.55,6
11,0.99388,0.037,103,8.8,0.35,31,0.2,3.13,7,0.49,6
12.4,0.99315,0.038,111,10.2,0,13,0.26,3.44,5.6,0.46,6
9.4,0.99478,0.208,154,6.6,0.3,60,0.28,3.1,6.3,0.4,6
9.5,0.99692,0.105,155,8.9,0.23,22,0.34,3.01,7.2,0.58,5
10,0.99616,0.034,204,11.1,0.39,25,0.39,3.05,7.1,0.52,6
12.5,0.9902,0.043,114,4.2,0.29,33,0.26,3.16,6.9,0.31,6
10.5,0.99462,0.044,113,7.4,0.24,21,0.25,3.38,5.9,0.58,6
10.8,0.99476,0.05,133,11.5,0.27,51,0.24,3.22,6.1,0.37,6
11,0.99178,0.039,116,1.6,0.27,36,0.22,3.38,6.5,0.57,7
11.8,0.99081,0.036,87,2,0.29,16,0.26,3.33,6.2,0.61,6
12.6,0.99198,0.038,121,4.8,0.25,16,0.34,3.36,6.6,0.71,6
12,0.98997,0.046,103,1.9,0.28,33,0.23,3.12,7.1,0.31,5
12.5,0.9902,0.043,114,4.2,0.29,33,0.26,3.16,6.9,0.31,6
11.5,0.99089,0.04,86,1.6,0.3,19,0.27,3.32,6.4,0.65,6
11.94,0.99172,0.035,117,7.3,0.22,23,0.41,3.2,6.3,0.39,7
9.4,0.99681,0.086,94,10.4,0.2,17,0.585,3.13,7.2,0.4,5
9.5,0.99527,0.056,191,7.7,0.35,45,0.26,3.16,6.4,0.5,5
9.2,0.99627,0.052,168,8.3,0.34,44,0.38,3.11,7.4,0.52,5
9.5,0.99538,0.054,182,8.2,0.26,47,0.24,3.12,6.4,0.5,5
10.98,0.99433,0.043,145,9.3,0.19,28,0.42,3.23,6.4,0.53,5
9.5,0.99538,0.054,182,8.2,0.26,47,0.24,3.12,6.4,0.5,5
8.8,0.99807,0.057,155,13.9,0.27,45,0.19,2.94,7.3,0.41,8
8.8,0.99807,0.057,155,13.9,0.27,45,0.19,2.94,7.3,0.41,8
8.8,0.99807,0.057,155,13.9,0.27,45,0.19,2.94,7.3,0.41,8
8.8,0.99807,0.057,155,13.9,0.27,45,0.19,2.94,7.3,0.41,8
8.8,0.99807,0.057,155,13.9,0.27,45,0.19,2.94,7.3,0.41,8
8.8,0.99807,0.057,155,13.9,0.27,45,0.19,2.94,7.3,0.41,8
8.8,0.99807,0.057,155,13.9,0.27,45,0.19,2.94,7.3,0.41,8
10.4,0.99232,0.044,96,2,0.29,15,0.24,3.23,6.8,0.64,8
8.8,0.99807,0.057,155,13.9,0.27,45,0.19,2.94,7.3,0.41,8
10.033333,0.99788,0.054,139,15.7,0.52,36,0.27,3.04,7.4,0.62,6
11.3,0.99108,0.052,141,1.2,0.35,39,0.28,3.44,5.7,0.69,6
10.4,0.99234,0.024,109,1.5,0.25,21,0.22,3.37,5.8,0.58,6
9.2,0.99288,0.176,106,1.2,0.69,36,0.27,2.96,6.7,0.43,6
11.1,0.99195,0.034,107,3.2,0.35,21,0.2,3.11,7.1,0.54,6
9.2,0.99288,0.176,106,1.2,0.69,36,0.27,2.96,6.7,0.43,6
9.1,0.99839,0.042,148,13.2,0.52,61,0.31,2.98,7.6,0.47,6
9.4,0.99738,0.108,187,10.4,0.28,43,0.34,2.96,7.2,0.57,5
13.2,0.98963,0.015,73,5.7,0.25,14,0.36,2.82,7,0.59,6
12.7,0.98946,0.039,137,2.5,0.28,34,0.31,3.22,6.4,0.38,6
10.7,0.99178,0.054,148,1.6,0.35,31,0.28,3.18,7.3,0.47,5
11.433333,0.99136,0.064,166,1.4,0.3,34,0.16,3.11,7.4,0.42,6
12.7,0.98946,0.039,137,2.5,0.28,34,0.31,3.22,6.4,0.38,6
10.533333,0.99313,0.046,178,5.6,0.29,35,0.29,3.25,6.2,0.51,5
9.533333,0.99504,0.05,179,7.5,0.2,44,0.23,3.18,6.5,0.48,5
10.7,0.99178,0.054,148,1.6,0.35,31,0.28,3.18,7.3,0.47,5
12,0.99008,0.039,110,1.5,0.33,36,0.2,3.22,6.5,0.65,6
12.8,0.98959,0.039,123,2.9,0.27,30,0.24,3.12,6.2,0.37,6
9.5,0.99663,0.048,136,11.2,0.25,32,0.31,3.14,7.1,0.4,5
10.9,0.99418,0.041,109,11.45,0.28,29,0.3,2.98,6.5,0.3,6
10.933333,0.99334,0.041,119,9.65,0.21,36,0.29,2.99,6.4,0.34,6
9.6,0.9937,0.096,115,4.5,0.19,16,0.22,3.02,6.5,0.44,5
11.366667,0.99157,0.038,112,3.5,0.23,23,0.23,3.05,7.1,0.37,6
9.5,0.9932,0.051,171,2.1,0.21,46,0.35,3.16,6.4,0.5,5
11,0.99235,0.041,186,4.8,0.32,40,0.32,3.22,6,0.54,6
9.4,0.99373,0.042,133,5,0.21,17,0.34,3.02,6.1,0.53,5
11.066667,0.99332,0.05,143,7.3,0.29,33,0.31,3.31,5.7,0.5,6
12.2,0.99198,0.058,151,5,0.27,27,0.3,3.22,6.4,0.49,6
11,0.99142,0.041,110,1.7,0.26,31,0.24,3.2,7,0.53,6
11,0.9924,0.043,170,5,0.31,54,0.27,3.28,6,0.52,6
10.8,0.99338,0.04,111,9.5,0.22,30,0.28,3.05,6.3,0.31,4
9.2,0.99804,0.057,167,15.8,0.44,39,0.25,3.14,6.2,0.51,5
10.8,0.99526,0.046,143,12.7,0.26,60,0.2,3.26,6.3,0.35,6
9.8,0.99699,0.053,173,11.8,0.26,55,0.27,3.11,7.4,0.6,5
9.8,0.99699,0.053,173,11.8,0.26,55,0.27,3.11,7.4,0.6,5
9.4,0.99676,0.051,146,12.3,0.22,35,0.24,3.1,6.6,0.67,5
12.1,0.99461,0.041,137,13.6,0.29,30,0.38,3.02,7.1,0.96,6
12.3,0.99116,0.043,176,5.2,0.26,40,0.43,3.17,6.8,0.41,6
9.4,0.99512,0.044,197,7.9,0.16,48,0.29,3.21,5.9,0.36,5
9.4,0.99512,0.044,197,7.9,0.16,48,0.29,3.21,5.9,0.36,5
11.05,0.99043,0.046,80,2.8,0.32,18,0.19,2.92,6.3,0.47,6
9.4,0.99512,0.044,197,7.9,0.16,48,0.29,3.21,5.7,0.36,5
12.8,0.9895,0.037,140,3.3,0.29,32,0.29,3.17,6.3,0.36,7
13.1,0.98963,0.039,86,4.9,0.38,22,0.3,3.23,5.8,0.58,7
11.5,0.99335,0.041,114,10.4,0.27,26,0.27,3.04,7.1,0.52,7
9.1,0.99824,0.061,141,16,0.22,26,0.305,3.08,6.3,0.5,5
9.75,0.99391,0.069,182,6.3,0.47,35,0.24,3.11,5.7,0.46,5
10.5,0.9917,0.04,125,2.2,0.28,24,0.22,3.19,6.2,0.48,6
8.8,0.99906,0.047,118,17.3,0.23,37,0.22,3.08,6.6,0.46,6
8.8,0.99906,0.047,118,17.3,0.23,37,0.22,3.08,6.6,0.46,6
10.5,0.9917,0.04,125,2.2,0.28,24,0.22,3.19,6.2,0.48,6
9.9,0.99418,0.047,123,6.5,0.52,28,0.21,3.22,6.2,0.49,6
9.9,0.99611,0.044,205,12.3,0.26,24,0.32,3.11,6.3,0.58,5
8.7,0.99886,0.051,134,13.6,0.59,60,0.36,2.96,8.1,0.39,5
9.4,0.9969,0.06,193,10.9,0.26,55,0.56,3.21,6.9,0.44,5
11.2,0.99196,0.045,161,1.7,0.24,18,0.24,3.25,7.2,0.53,6
11.9,0.99224,0.051,92,4.5,0.28,14,0.28,3.36,6.7,0.58,6
11.35,0.99339,0.051,166,9.15,0.3,25,0.29,3.24,6.5,0.56,6
10.5,0.99184,0.046,131,1.4,0.19,51,0.21,3.22,6.1,0.39,5
9.8,0.99428,0.048,125,5.9,0.16,14,0.47,3.09,7.2,0.49,5
9.1,0.99834,0.051,146,16.4,0.31,20,0.34,3.06,6.7,0.54,5
11.3,0.99241,0.031,116,7.8,0.25,24,0.35,3.39,5,0.4,6
11.3,0.99241,0.031,116,7.8,0.25,24,0.35,3.39,5,0.4,6
13.1,0.98816,0.024,111,2.8,0.1,31,0.46,3.48,4.4,0.34,6
12.5,0.98916,0.035,101,2.9,0.29,15,0.38,3.04,6.6,0.37,6
10.3,0.99329,0.045,122,2.5,0.25,32,0.3,3.18,7.3,0.54,5
10.7,0.99535,0.039,150,12.8,0.22,51,0.28,3.23,6.4,0.43,6
9.8,0.99304,0.048,173,2.8,0.22,53,0.39,3.24,6.3,0.45,5
9.4,0.9984,0.051,149,17.3,0.26,17,0.18,3,6.6,0.43,6
9.9,0.99403,0.041,120,6.4,0.18,28,0.22,3.27,5.9,0.5,5
9.4,0.9984,0.051,149,17.3,0.26,17,0.18,3,6.6,0.43,6
10.6,0.99312,0.044,157,2.4,0.24,29,0.28,3.27,7.7,0.56,6
13.4,0.98968,0.038,109,2.8,0.2,28,0.42,3.23,7.1,0.47,6
12.5,0.98946,0.031,114,1.7,0.32,31,0.32,3.12,6.7,0.35,6
9.3,0.9981,0.053,141,15.4,0.56,32,0.26,3.11,6.6,0.49,5
9.3,0.9981,0.053,141,15.4,0.56,32,0.26,3.11,6.6,0.49,5
11,0.99306,0.051,149,4.1,0.24,34,0.32,3.36,6.2,0.52,5
10.3,0.99378,0.054,158,6.6,0.27,40,0.25,3.2,6.3,0.48,5
11.3,0.99036,0.051,95,1.2,0.24,31,0.21,3.24,6.2,0.57,6
10.9,0.99094,0.042,100,2.1,0.27,35,0.23,3.03,6.4,0.63,6
11.3,0.9908,0.042,90,1,0.29,35,0.145,3.76,4.7,0.49,6
11.1,0.99173,0.039,83,1.4,0.28,12,0.28,3.18,7,0.65,5
9.8,0.99356,0.271,140,1.6,0.2,24,0.36,3.11,7.1,0.63,5
12.4,0.98945,0.036,110,1.9,0.33,37,0.22,3.26,5.7,0.58,6
12.7,0.98865,0.034,104,1.3,0.38,37,0.2,3.11,6,0.52,6
9.6,0.99514,0.05,180,7.9,0.26,53,0.32,3.14,6.4,0.5,5
9.6,0.99514,0.05,180,7.9,0.26,53,0.32,3.14,6.4,0.5,5
9.1,0.9943,0.053,126,4.5,0.26,17,0.555,3.24,6,0.46,5
12.8,0.99636,0.12,122,22.6,0.45,55,0.22,3.1,5.9,0.35,5
9.6,0.99514,0.05,180,7.9,0.26,53,0.32,3.14,6.4,0.5,5
12.4,0.98987,0.037,155,3.5,0.33,37,0.3,3.18,6.2,0.37,6
9.1,0.9943,0.053,126,4.5,0.26,17,0.555,3.24,5.8,0.46,5
12.5,0.99064,0.033,74,2,0.33,12,0.31,3.29,6.7,0.65,6
9.9,0.99394,0.05,68,7.8,0.25,13,0.15,3.16,6.4,0.4,6
13,0.98926,0.03,122,2.9,0.49,28,0.48,3.13,6.7,0.4,6
11.7,0.99057,0.033,116,3.5,0.33,25,0.3,3.2,5.8,0.44,6
13.1,0.98898,0.038,95,4.2,0.23,13,0.28,2.97,6.1,0.7,6
10.55,0.9972,0.043,165,10.5,0.25,30,0.31,3.36,6.8,0.55,6
10.2,0.9988,0.053,194,16.1,0.39,71,0.23,3.18,6.8,0.64,6
11.45,0.9902,0.046,84,1.1,0.29,34,0.24,3.04,7.5,0.39,6
9.3,0.9958,0.212,150,8.1,0.3,60,0.29,3.1,6.3,0.4,5
10.8,0.9935,0.052,106,6.2,0.25,22,0.2,3.09,6.8,0.54,5
11,0.992,0.053,175,2.4,0.33,36,0.27,3.2,7.8,0.55,6
10.4,0.9986,0.055,182,16.3,0.21,41,0.54,3.35,6.6,0.54,6
14.05,0.9909,0.041,104,8.4,0.01,31,0.61,3.26,5.8,0.72,7
11.2,0.9904,0.044,100,1.1,0.28,38,0.19,3.22,6.6,0.69,6
11.5,0.9902,0.034,129,2.6,0.3,75,0.26,3.2,5.8,0.38,4
9.5,0.9925,0.061,100,1.3,0.17,14,0.23,3.07,6.7,0.55,5
13.4,0.9886,0.047,147,2.1,0.3,35,0.33,3.24,6.8,0.56,6
12.5,0.9898,0.034,110,1.1,0.32,24,0.27,3.36,6.1,0.4,6
12.5,0.9898,0.034,110,1.1,0.32,24,0.27,3.36,6.1,0.4,6
11.2,0.9904,0.044,97,2.8,0.29,27,0.4,3.12,6.8,0.42,6
8.8,0.9964,0.051,259,9,0.18,28.5,0.4,3.19,6.1,0.5,5
12.7,0.9899,0.036,70,2.2,0.32,15,0.32,3.16,6.2,0.48,6
9.8,0.993,0.049,82,5.1,0.17,26,0.17,3,6.8,0.38,6
9.8,0.9944,0.049,40,3.5,0.33,10,0.2,3.14,9,0.36,6
9.8,0.9949,0.052,230,7.5,0.31,55,0.31,3.19,5.8,0.46,5
9.6,0.9929,0.048,191,2,0.2,48,0.36,3.17,6.3,0.51,5
9.8,0.9944,0.049,40,3.5,0.33,10,0.2,3.14,9,0.36,6
9.7,0.9975,0.048,149,14.3,0.25,79,0.18,3.12,6.7,0.37,5
10,0.995,0.049,137,9.8,0.25,59.5,0.16,3.16,6.6,0.38,6
11.7,0.9956,0.058,183,12.7,0.22,24,0.13,3.32,5.8,0.42,6
12.3,0.9946,0.058,206,12.7,0.22,42,0.27,3.32,5.8,0.38,6
9.8,0.993,0.049,82,5.1,0.17,26,0.17,3,6.8,0.38,6
9.1,0.9984,0.047,164.5,12.7,0.53,60.5,0.26,3.06,7.3,0.45,6
9.1,0.9984,0.049,162.5,12.9,0.54,62,0.28,3.06,7.3,0.45,6
10.5,0.9963,0.049,124,10.5,0.18,41,0.25,3.14,6.1,0.35,5
12.4,0.98914,0.04,105,1.5,0.27,35,0.24,3.13,6.4,0.3,6
9.1,0.9984,0.047,156,12.7,0.53,60.5,0.26,3.06,7.3,0.45,6
9.1,0.9984,0.049,152,12.9,0.54,62,0.28,3.06,7.3,0.45,6
10.1,0.9937,0.049,94,1.2,0.37,6,0.18,3.18,8.3,0.52,5
12.75,0.98963,0.026,105,3.9,0.3,36,0.28,3.26,5.8,0.58,6
12.7,0.98961,0.025,111,1.3,0.34,23,0.23,3.36,6,0.37,6
11.1,0.9948,0.037,76,9.1,0.37,16,0.28,3.05,6.9,0.54,5
12.75,0.98963,0.026,105,3.9,0.3,36,0.28,3.26,5.8,0.58,6
13,0.989315,0.021,101,1.8,0.53,41,0.25,3.19,6.3,0.31,6
12,0.989435,0.033,95,2.1,0.31,32,0.2,2.96,6.5,0.61,6
11.5,0.9899,0.022,47,1.4,0.32,17,0.29,3.35,5.9,0.35,6
10.5,0.998275,0.047,183,14.7,0.22,51,0.46,3.39,6.4,0.6,5
11.1,0.9948,0.037,76,9.1,0.37,16,0.28,3.05,6.9,0.54,5
11.1,0.9914,0.047,101,1.9,0.33,20,0.23,3.1,6.8,0.46,6
11.1,0.9915,0.048,113,1.8,0.32,25,0.23,3.11,7,0.47,6
12.7,0.98961,0.025,111,1.3,0.34,23,0.23,3.36,6,0.37,6
9.6,0.997,0.094,97,11.8,0.3,23,0.45,3.09,6.8,0.44,5
9.7,0.997,0.042,210,12,0.46,61,0.37,3.17,6.1,0.59,6
10.9,0.9944,0.033,130,7.9,0.23,22,0.21,3.38,5.9,0.59,6
10.7,0.9958,0.04,110,9.3,0.32,22,0.22,3.34,6.9,0.54,7
13.8,0.98889,0.022,107,4.6,0.22,29,0.27,3.33,5.4,0.54,6
12.15,0.989465,0.035,72,2.2,0.26,10,0.26,3.11,6,0.48,6
10.8,0.9954,0.028,131,10.2,0.3,28,0.18,3.49,5.6,0.42,7
10.7,0.9947,0.03,119,10.6,0.27,27,0.26,3.4,5.6,0.34,7
10.8,0.9912,0.036,113,1.4,0.35,31,0.23,3.16,7,0.48,7
12,0.9948,0.03,171,11.1,0.26,43.5,0.36,3.03,8.6,0.49,5
12.2,0.9925,0.055,135,4.4,0.27,17,0.3,3.23,6.4,0.44,6
9.4,0.9936,0.05,126,2.8,0.32,17,0.2,3.18,6.2,0.55,6
11.4,0.9898,0.029,83,1.1,0.15,12,0.29,3.3,5.8,0.4,6
12.5,0.98948,0.027,101,1.3,0.28,26,0.22,3.35,5.7,0.38,7
13.05,0.98823,0.024,97,1.2,0.32,29,0.22,3.2,5.6,0.46,7
12.9,0.9908,0.03,102,9.7,0.26,39,0.2,3.08,6.2,0.56,7
12,0.9906,0.034,133,2.3,0.24,25,0.35,3.34,6.1,0.59,7
11.3,0.9904,0.036,56,1.1,0.29,23,0.3,3.19,5.9,0.38,5
10,0.99754,0.05,96,11.4,0.34,25,0.15,3.21,6.3,0.49,6
8.8,0.99837,0.047,112,13.8,0.24,44,0.2,2.97,5.7,0.66,6
11.1,0.99125,0.038,138,1.3,0.26,32,0.27,3.46,6,0.43,6
9.3,0.99488,0.05,150,7.9,0.37,60,0.23,2.86,6.4,0.49,6
11.8,0.99322,0.03,158,11.8,0.23,23,0.33,3.41,5,0.64,6
12.4,0.98895,0.029,132,1.2,0.38,31,0.29,3.28,5.4,0.36,6
11.6,0.99457,0.035,108,10,0.35,22,0.33,3.12,8,0.36,6
11.1,0.99304,0.05,137,5.2,0.33,30,0.3,3.26,6.4,0.58,5
11.1,0.99331,0.041,168,7.2,0.3,42,0.33,3.22,6.4,0.49,6
11,0.99435,0.042,251,9.9,0.78,21,0.33,3.01,7,0.55,6
12.2,0.99122,0.036,165,5.3,0.3,27,0.45,3.12,6.7,0.46,6
10.9,0.99414,0.037,124,9.9,0.3,29,0.39,3.07,7.1,0.42,6
13.4,0.99014,0.069,114,4.3,0.29,20,0.53,3.22,6.7,0.59,6
10.7,0.99551,0.033,75,13,0,32,0.66,3.15,6.7,0.5,6
11,0.99544,0.053,113,13.55,0.31,20,0.36,3.2,6.5,0.56,6
10.2,0.9927,0.043,116,1.1,0.34,20,0.22,3,8.3,0.47,6
11,0.99244,0.03,116,6.9,0.35,45,0.23,2.8,6.9,0.54,6
12,0.9906,0.036,93,3,0.32,38,0.29,3.16,6.5,0.59,6
11.2,0.99479,0.033,177,12.9,0.3,31,0.28,3.12,6.6,0.39,6
12.6,0.98942,0.032,73,3.2,0.27,13,0.36,2.9,6.2,0.69,7
10.8,0.99201,0.03,73,2.5,0.36,12,0.44,3.22,5.9,0.48,6
